Flag,Company,Ticker,,Activist_Group,Start_Date,Hostility_End_Date,Start_Year,Start_Month,Start_Day,Stake_End_Date,Objectives,Hp_Return,Market_Cap_At_Start,Stake_At_Start,Start_Link,News_Search,Start_Date_And_Time,Current_Ticker,First_Affected_Date,Hostility_End_Date,End_Year,End_Month,End_Day,Sector,Industry_Name,Outcome,Region_Exchange,Country_Exchange,Country_Incorporation,State_Incorporation,Proxy_Fight_Boolean,Campaign_Status,Activist_Tier,Stake_Value_At_Start,One_Day_Return,One_Year_Return,Follower_Return,Annualized_Hp_Return
225134646,First California Financial Group Inc,1518080D US,#N/A Field Not Applicable,Basswood Capital Management LLC,2/4/2012,11/7/2012,2016,4,18,16/11/2012 0:00,3: Strategic Review; Sale of Company; Board Control,30.53173,170522300,5.2,DOCV /ID 0000899140-12-000235,NI COMPANY:1518080D@US 'Basswood',Start: 2012-04-02. UTC: 2012-04-02T10:02:16.000Z,1518080D US Equity,02/04/2012 0:00,11/7/2012,2012,7,11,Financials,Banking,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,8867159.6,2.058319,44.25386,27.89916,30.53173
225134646,Comverge Inc,1891300D US,#N/A Review,Raging Capital Management LLC,28/03/2012 0:00,5/15/2012,2016,4,22,15/05/2012 0:00,1: Oppose Merger (Target),-4.918033,50421300,11.9,DOCV /ID 0000921895-12-000624,NI COMPANY:COMV@US 'Raging',Start: 2012-03-28. UTC: 2012-03-28T21:29:32.000Z,COMV US Equity,29/03/2012 0:00,5/15/2012,2012,15,5,Utilities,Electric Utilities,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,6000134.7,4.371585,-4.918033,-8.900523,-4.918033
225134646,Great Wolf Resorts Inc,1922908D US,#N/A Review,HG Vora Capital Management LLC,15/03/2012 0:00,5/4/2012,2016,4,25,04/05/2012 0:00,4: Oppose Merger (Target); Remove Poison Pill; Sale of Company; Strategic Review,48.01512,176841000,11.97,DOCV /ID 0001193125-12-117154,NI COMPANY:1922908D@US 'HG Vora',Start: 2012-03-15. UTC: 2012-03-15T19:08:27.000Z,1922908D US Equity,15/03/2012 0:00,5/4/2012,2012,4,5,Consumer Discretionary,Leisure Facilities & Services,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,21167867.7,2.835539,48.01512,43.93382,48.01512
225134646,Sigma Designs Inc,Sigma Designs Inc,,Potomac Capital Management Inc,14/03/2012 0:00,8/3/2012,2016,4,26,19/09/2013 0:00,1: Board Representation,10.05484,176286600,5.3,DOCV /ID 0000921895-12-000520,NI COMPANY:SIGM@US 'Potomac',Start: 2012-03-14. UTC: 2012-03-14T19:22:45.000Z,SIGM US Equity,14/03/2012 0:00,8/3/2012,2012,3,8,Technology,Semiconductors,Success,North America,United States,UNITED STATES OF AMERICA,CA,Proxy Fight,Closed - Activist Stake Sold,Former Core,9343189.8,0,-4.936015,10.05484,6.515784
225134646,JAKKS Pacific Inc,JAKK US,JAKK,Clinton Group Inc/New York,14/03/2012 0:00,4/23/2012,2016,4,26,12/11/2013 0:00,4: Sale of Company; Strategic Review; Remove Poison Pill; Board Representation,-61.0996,434916900,2.4,NSN M0VPGX3T6SQO,NI COMPANY:JAKK@US 'Clinton Group',Start: 2012-03-14. UTC: 2012-03-14T14:26:57.264Z,JAKK US Equity,14/03/2012 0:00,4/23/2012,2012,23,4,Consumer Discretionary,Leisure Products,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,10438005.6,-1.135006,-32.55317,-60.65301,-43.266764
225134646,JDA Software Group Inc,JDAS US,REDPRA,Praesidium Investment Management Co LLC,13/03/2012 0:00,11/15/2012,2016,4,26,15/11/2012 0:00,2: Sale of Company; Strategic Review,73.61868,1093547800,7.5,DOCV /ID 0001193125-12-110149,NI COMPANY:JDAS@US 'Praesidium',Start: 2012-03-13. UTC: 2012-03-13T10:05:02.000Z,JDAS US Equity,13/03/2012 0:00,11/15/2012,2012,15,11,Technology,Software,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,82016085,2.684825,75.79767,69.07919,73.61868
225134646,Digital Generation Inc,DGIT US,DGIT,Discovery Group I LLC,9/3/2012,,2016,4,26,07/12/2012 0:00,Stake Only 13D: No Public Activism,2.257761,290899500,5.9,DOCV /ID 0001188112-12-000646,NI COMPANY:DGIT@US 'Discovery Group',Start: 2012-03-09. UTC: 2012-03-09T22:01:22.000Z,DGIT US Equity,12/03/2012 0:00,,,,,Communications,Advertising & Marketing,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,17163070.5,-3.198495,-29.20978,5.63654,2.257761
225134646,IF Bancorp Inc,IROQ US,#N/A Field Not Applicable,Stilwell Value LLC,5/3/2012,9/24/2019,2016,4,27,24/09/2019 0:00,2: Board Representation; Return Capital/Buybacks,105.296,55811100,7,DOCV /ID 0001144204-12-012965,NI COMPANY:IROQ@US 'Stilwell',Start: 2012-03-05. UTC: 2012-03-05T22:25:34.000Z,IROQ US Equity,06/03/2012 0:00,9/24/2019,2019,24,9,Financials,Banking,Partial Success,North America,United States,UNITED STATES OF AMERICA,MD,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,3906777,0.689655,31.03448,103.8898,9.986946
225134646,Theragenics Corp,THERAGENICS,#N/A Invalid Security,Juniper Investment Co LLC,5/3/2012,10/29/2013,2016,4,27,29/10/2013 0:00,1: Acquire Company,36.875,54384800,5.2,DOCV /ID 0000947871-12-000223,NI COMPANY:TGX@US 'Juniper',Start: 2012-03-05. UTC: 2012-03-05T19:49:53.000Z,TGX US Equity,05/03/2012 0:00,10/29/2013,2013,29,10,Health Care,Medical Equipment & Devices,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,2828009.6,0.625,2.5,36.02485,20.925509
225134646,On Track Innovations Ltd,OTIVF US,#N/A Field Not Applicable,Jerry Ivy Jr and Marlene V Ivy,2/3/2012,12/31/2012,2016,4,29,23/01/2018 0:00,4: Other (Opposes Increase Authorized Stock); Board Representation; Board Control; Declassify Board,-18.88112,44534100,10.97,DOCV /ID 0001056520-12-000080,NI COMPANY:OTIVF@US 'Jerry Ivy',Start: 2012-03-02. UTC: 2012-03-02T22:22:55.000Z,OTIVF US Equity,05/03/2012 0:00,12/31/2012,2012,31,12,Technology,Semiconductors,Success,North America,United States,ISRAEL,,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,4885390.77,-4.195804,-24.47552,-15.32847,-3.4901
225134646,American Strategic Income Portfolio III,CSP US,#N/A Field Not Applicable,Bulldog Investors LLP,27/02/2012 0:00,9/5/2014,2016,5,2,05/09/2014 0:00,1: Realize NAV,27.54579,147356400,6.87,DOCV /ID 0001462180-12-000020,NI COMPANY:CSP@US 'Bulldog',Start: 2012-02-27. UTC: 2012-02-27T21:00:23.000Z,CSP US Equity,28/02/2012 0:00,9/5/2014,2014,5,9,Investment Fund,Closed-End Fund,Success,North America,United States,UNITED STATES OF AMERICA,,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,10123384.68,-0.434783,11.8139,28.10275,10.13412
225134646,Franklin Financial Corp/VA,FRANKLIN FINANCIAL,#N/A Invalid Security,Seidman & Associates LLC,23/02/2012 0:00,1/2/2015,2016,5,4,02/01/2015 0:00,Discussions only,66.26962,191800600,5,DOCV /ID 0001026081-12-000004,NI COMPANY:FRNK@US 'Seidman',Start: 2012-02-23. UTC: 2012-02-23T21:27:24.000Z,FRNK US Equity,24/02/2012 0:00,1/2/2015,2015,2,1,Financials,Banking,Not Applicable,North America,United States,UNITED STATES OF AMERICA,VA,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,9590030,1.342282,37.54963,64.06738,19.474145
225134646,PHH Corp,PHH,#N/A Invalid Security,Scopia Capital Management LP,21/02/2012 0:00,,2016,5,4,14/08/2013 0:00,Stake Only 13D: No Public Activism,59.49367,801456200,12.4,DOCV /ID 0000921895-12-000374,NI COMPANY:PHH@US 'Scopia',Start: 2012-02-21. UTC: 2012-02-21T14:46:33.000Z,PHH US Equity,21/02/2012 0:00,,,,,Financials,Specialty Finance,Not Applicable,North America,United States,UNITED STATES OF AMERICA,MD,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,99380568.8,0.140647,52.03938,59.26966,37.100663
225134646,Hartford Financial Services Group Inc/The,HIG US,HIG,Paulson & Co Inc,14/02/2012 0:00,5/14/2012,2016,5,9,15/02/2013 0:00,1: Break Up,24.7599,8830105600,8.4,DOCV /ID 0001193125-12-061267,NI COMPANY:HIG@US 'Paulson',Start: 2012-02-14. UTC: 2012-02-14T22:09:45.000Z,HIG US Equity,15/02/2012 0:00,5/14/2012,2012,14,5,Financials,Insurance,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,741728870.4,2.32206,26.25495,21.92864,24.684514
225134646,Obagi Medical Products Inc,OMPI US,#N/A Review,Voce Capital Management LLC,10/2/2012,4/25/2013,2016,5,9,25/04/2013 0:00,5: Remove Poison Pill; Strategic Review; Sale of Company; Remove Director/Withhold Votes; Board Control,109.7988,212600300,,NSN LZ6TMC3V7U9S,NI COMPANY:OMPI@US 'Voce',Start: 2012-02-10. UTC: 2012-02-10T17:23:00.438Z,OMPI US Equity,10/02/2012 0:00,4/25/2013,2013,25,4,Health Care,Biotech & Pharma,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,,-2.624672,22.3972,115.4537,84.905664
225134646,Ambassadors Group Inc,8239595Z US,#N/A Review,Bandera Partners LLC,10/2/2012,3/18/2014,2016,5,10,23/10/2015 0:00,1: Support 3rd Party Activist,-58.25007,86413900,12.1,DOCV /ID 0000921895-12-000294,NI COMPANY:EPAX@US 'Bandera',Start: 2012-02-10. UTC: 2012-02-10T11:01:58.000Z,EPAX US Equity,10/02/2012 0:00,3/18/2014,2014,18,3,Consumer Discretionary,Leisure Facilities & Services,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,10456081.9,-0.809717,7.112066,-57.90926,-21.020847
225134646,Morgan's Foods Inc,MRFD US,#N/A Field Not Applicable,JCP Investment Management LLC,8/2/2012,,2016,5,12,28/05/2014 0:00,Stake Only 13D: 1 Board Seat Granted,394.0594,2964300,12.6,DOCV /ID 0000921895-12-000272,NI COMPANY:MRFD@US 'JCP',Start: 2012-02-08. UTC: 2012-02-08T21:45:59.000Z,MRFD US Equity,14/02/2012 0:00,,,,,Consumer Discretionary,Leisure Facilities & Services,Not Applicable,North America,United States,UNITED STATES OF AMERICA,OH,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,373501.8,-15.84158,73.26733,487.0588,101.202035
225134646,J Alexander's LLC,JAXR US,#N/A Review,JCP Investment Management LLC (Group: Privet Fund Management LLC and JCP Investment Management LLC),3/2/2012,5/3/2012,2016,5,16,03/05/2012 0:00,1: Board Representation,25.58479,40995500,12.6,DOCV /ID 0001188112-11-003075,NI COMPANY:JAXR@US 'JCP',Start: 2012-02-03. UTC: 2011-11-03T21:29:05.000Z,JAXR US Equity,03/02/2012 0:00,5/3/2012,2012,3,5,Consumer Discretionary,Leisure Facilities & Services,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,TN,Proxy Fight,Closed - Activist Stake Sold,Core Activist,5165433,-2.339181,111.4035,28.59281,25.58479
225134646,Aware Inc/MA,AWRE US,#N/A Field Not Applicable,Privet Fund Management LLC,1/2/2012,11/13/2013,2016,5,18,13/11/2013 0:00,6: Strategic Review; Break Up; Other (Single Segment to multiple segment); Return Capital/Buybacks; Return Capital/Buybacks; Sale of Company,183.6918,63395300,4.1,DOCV /ID 0001188112-12-000214,NI COMPANY:AWRE@US 'Privet',Start: 2012-02-01. UTC: 2012-02-01T18:57:41.000Z,AWRE US Equity,01/02/2012 0:00,11/13/2013,2013,13,11,Technology,Software,Partial Success,North America,United States,UNITED STATES OF AMERICA,MA,No Proxy Fight,Closed - Activist Stake Sold,Former Core,2599207.3,3.896104,198.187,173.0534,79.432154
225134646,Air T Inc,AIRS US,#N/A Field Not Applicable,AO Partners Ltd and Groveland Capital LLC,27/01/2012 0:00,6/13/2013,2016,5,18,22/02/2022 0:00,2: Board Representation; Board Control,367.1018,22550000,5.2,DOCV /ID 0000897101-12-000118,NI COMPANY:AIRT@US 'AO Partners',Start: 2012-01-27. UTC: 2012-01-27T22:09:06.000Z,AIRT US Equity,30/01/2012 0:00,6/13/2013,2013,13,6,Industrials,Transportation & Logistics,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,1172600,-2.256455,-0.639317,377.8851,16.538034
225134646,Progress Software Corp,PROGRESS SOFTWARE,#N/A Invalid Security,Starboard Value LP,24/01/2012 0:00,5/7/2012,2016,5,24,01/03/2013 0:00,2: Board Control; Board Representation,13.50954,1308010400,5.1,NSN LYB2D23TCF0G,NI COMPANY:PRGS@US 'Starboard',Start: 2012-01-24. UTC: 2012-01-24T13:48:38.424Z,PRGS US Equity,24/01/2012 0:00,5/7/2012,2012,7,5,Technology,Software,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,66708530.4,5.237396,16.25061,7.860465,12.193371
225134646,Emerson Radio Corp,EMERSON RADIO,#N/A Invalid Security,Raging Capital Management LLC,23/01/2012 0:00,3/7/2013,2016,5,24,07/03/2013 0:00,2: Return Capital/Buybacks; Other (Appointment of Provisional Liquidators over Grande),-10.98901,49376200,5.1,DOCV /ID 0000921895-12-000172,NI COMPANY:MSN@US 'Raging',Start: 2012-01-23. UTC: 2012-01-23T22:25:18.000Z,MSN US Equity,24/01/2012 0:00,3/7/2013,2013,7,3,Technology,Technology Hardware,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,2518186.2,-1.098901,-6.043956,-10,-9.890231
225134646,Vulcan Materials Co,VMC US,VMC,Southeastern Asset Management Inc,20/01/2012 0:00,1/29/2013,2016,5,31,10/04/2013 0:00,2: Sale of Company; Strategic Review,19.92799,5381249500,9.9,DOCV /ID 0000807985-12-000004,NI COMPANY:VMC@US 'Southeastern',Start: 2012-01-20. UTC: 2012-01-20T18:12:39.000Z,VMC US Equity,20/01/2012 0:00,1/29/2013,2013,29,1,Materials,Construction Materials,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,NJ,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,532743700.5,2.59366,36.27527,16.89611,16.034584
225134646,Martin Marietta Materials Inc,MLM US,MLM,Southeastern Asset Management Inc,20/01/2012 0:00,3/27/2013,2016,6,1,27/03/2013 0:00,1: Other (Support merger between Martin and Vulcan),29.56733,3685438900,13.3,DOCV /ID 0000807985-12-000003,NI COMPANY:MLM@US 'Southeastern',Start: 2012-01-20. UTC: 2012-01-20T18:06:08.000Z,MLM US Equity,20/01/2012 0:00,3/27/2013,2013,27,3,Materials,Construction Materials,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,NC,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,490163373.7,0.309981,24.01937,29.16694,24.4653
225134646,Marathon Petroleum Corp,MARATHON PETROLEUM,#N/A Invalid Security,JANA Partners LLC,19/01/2012 0:00,2/10/2012,2016,6,1,10/02/2012 0:00,Discussions only,22.95676,12781181400,5.5,DOCV /ID 0000902664-12-000060,NI COMPANY:MPC@US 'JANA',Start: 2012-01-19. UTC: 2012-01-19T22:01:51.000Z,MPC US Equity,20/01/2012 0:00,2/10/2012,2012,10,2,Energy,Oil & Gas Producers,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,702964977,3.682008,86.63802,18.59026,22.95676
225134646,West End Indiana Bancshares Inc,West End Indiana Bancshares Inc,,Stilwell Value LLC,19/01/2012 0:00,11/12/2015,2016,6,1,12/11/2015 0:00,1: Return Capital/Buybacks,112.4342,24017100,7.1,DOCV /ID 0000892917-12-000034,NI COMPANY:WEIN@US 'Stilwell',Start: 2012-01-19. UTC: 2012-01-19T20:42:02.000Z,WEIN US Equity,19/01/2012 0:00,11/12/2015,2015,12,11,Financials,Banking,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,MD,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,1705214.1,-0.896861,44.05145,114.3567,21.826226
225134646,InfuSystem Holdings Inc,INFU US,INFU,"Concerned InfuSystem Stockholders (Meson Capital Partners LLC, Kleinheinz Capital Partners Inc and 2010 Boston Avenue LLC)",18/01/2012 0:00,4/24/2012,2016,6,6,27/04/2012 0:00,1: Board Control,21.34831,37815900,11.5,DOCV /ID 0001193125-12-014824,NI COMPANY:INFU@US 'Meson Capital',Start: 2012-01-18. UTC: 2012-01-18T14:11:51.000Z,INFU US Equity,18/01/2012 0:00,4/24/2012,2012,24,4,Health Care,Health Care Facilities & Svcs,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,4348828.5,-1.685393,0.561798,23.42857,21.34831
225134646,PMC-Sierra Inc,1782593Z LN,#N/A Field Not Applicable,Relational Investors LLC,17/01/2012 0:00,1/10/2013,2016,6,7,28/07/2015 0:00,1: Strategic Review,16.83849,1339684900,7.17,DOCV /ID 0001104659-12-002388,NI COMPANY:PMCS@US 'Relational',Start: 2012-01-17. UTC: 2012-01-17T21:04:43.000Z,PMCS US Equity,18/01/2012 0:00,1/10/2013,2013,10,1,Technology,Semiconductors,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,96055407.33,10.13746,-1.37457,6.084243,4.512378
225134646,Mattson Technology Inc,MTSN US,#N/A Field Not Applicable,Potomac Capital Management Inc,17/01/2012 0:00,,2016,6,7,12/07/2013 0:00,Stake Only 13D: No Public Activism,31.25,111799900,8.3,DOCV /ID 0000921895-12-000126,NI COMPANY:MTSN@US 'Potomac',Start: 2012-01-17. UTC: 2012-01-17T17:21:51.000Z,MTSN US Equity,17/01/2012 0:00,,,,,Technology,Semiconductors,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,9279391.7,-2.083333,-36.45833,34.04255,20.096908
225134646,Illinois Tool Works Inc,ITW US,ITW,Relational Investors LLC,13/01/2012 0:00,2/14/2014,2016,6,15,14/02/2014 0:00,2: Break Up; Cost Cutting,67.05477,23855253100,2.1,NSN LXRAE43T6SQP,NI COMPANY:ITW@US 'Relational',Start: 2012-01-13. UTC: 2012-01-13T21:30:04.928Z,ITW US Equity,17/01/2012 0:00,2/14/2014,2014,14,2,Industrials,Diversified Industrials,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,500960315.1,3.220579,29.50154,61.84251,27.988788
225134646,Diamond Hill Financial Trends Fund Inc,Diamond Hill Financial Trends Fund Inc,,Bulldog Investors LLP,13/01/2012 0:00,3/21/2013,2016,6,15,21/03/2013 0:00,2: Realize NAV; Board Representation,48.5826,36704000,8.81,DOCV /ID 0001462180-12-000001,NI COMPANY:DHFT@US 'Bulldog',Start: 2012-01-13. UTC: 2012-01-13T21:01:57.000Z,DHFT US Equity,17/01/2012 0:00,3/21/2013,2013,21,3,Investment Fund,Closed-End Fund,Partial Success,North America,United States,UNITED STATES OF AMERICA,,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,3233622.4,-0.486486,38.66941,49.30897,40.059658
225134646,CVR Energy Inc,CVI US,CVI,Icahn Enterprises LP,12/1/2012,5/7/2012,2016,6,16,,4: Sale of Company; Strategic Review; Acquire Company; Board Control,481.646,1926260400,11.1,DOCV /ID 0001140361-12-002312,NI COMPANY:CVI@US 'Icahn',Start: 2012-01-12. UTC: 2012-01-13T01:24:38.000Z,CVI US Equity,13/01/2012 0:00,5/7/2012,2012,7,5,Energy,Oil & Gas Producers,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,"Open - Stake Open, Hostilities Ended",Core Activist,213814904.4,3.595506,131.191,461.4587,15.649803
225134646,Stratus Properties Inc,STRS US,STRS,Carl Edwin Berg,11/1/2012,9/8/2016,2016,6,20,08/09/2016 0:00,4: Board Representation; Board Representation; Sale of Company; Strategic Review,150.9195,64785400,18.9,DOCV /ID 0000929638-12-000009,NI COMPANY:STRS@US 'Carl Edwin',Start: 2012-01-11. UTC: 2012-01-11T21:18:49.000Z,STRS US Equity,12/01/2012 0:00,9/8/2016,2016,8,9,Real Estate,Real Estate Owners & Developers,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,12244440.6,5.517241,6.896552,137.7996,21.823748
225134646,TransAct Technologies Inc,TACT US,TACT,Roumell Asset Management LLC,11/1/2012,8/9/2013,2016,6,20,09/09/2013 0:00,3: Strategic Review; Sale of Company; Compensation Changes,15.88512,75618200,15.3,DOCV /ID 0001010192-12-000002,NI COMPANY:TACT@US 'Roumell',Start: 2012-01-11. UTC: 2012-01-11T21:18:16.000Z,TACT US Equity,12/01/2012 0:00,8/9/2013,2013,9,8,Technology,Technology Hardware,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,11569584.6,3.87985,-3.392702,11.55688,9.285998
225134646,Tessera Technologies Inc,2053028D US,#N/A Review,Starboard Value LP,3/1/2012,5/23/2013,2016,6,24,04/03/2015 0:00,8: Board Control; Cost Cutting; Return Capital/Buybacks; Break Up; Remove Director/Withhold Votes; Management Changes; Board Representation; Management Changes,159.1384,871414600,1.3,NSN LX8WRO3V2800,NI COMPANY:1469085D@US 'Starboard',Start: 2012-01-03. UTC: 2012-01-03T23:19:00.433Z,1469085D US Equity,04/01/2012 0:00,5/23/2013,2013,23,5,Technology,Semiconductors,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,11328389.8,2.897694,3.550511,151.8408,35.108664
225134646,Avid Technology Inc,AVID US,AVID,Starboard Value LP,29/12/2011 0:00,2/10/2012,2016,6,27,10/02/2012 0:00,1: Board Representation,30.59096,333165500,6.1,DOCV /ID 0000921895-11-002434,NI COMPANY:AVID@US 'Starboard',Start: 2011-12-29. UTC: 2011-12-29T22:30:08.000Z,AVID US Equity,30/12/2011 0:00,2/10/2012,2012,10,2,Technology,Software,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,20323095.5,-1.158749,-14.25261,32.12192,30.59096
225134646,CBRE Group Inc,CBRE US,#N/A Review,ValueAct Capital Management LLC,27/12/2011 0:00,,2016,6,27,13/03/2019 0:00,Stake Only 13D: 1 Board Seat Granted,227.0305,5047419800,6,DOCV /ID 0001418812-11-000107,NI COMPANY:CBRE@US 'ValueAct',Start: 2011-12-27. UTC: 2011-12-27T11:01:58.000Z,CBRE US Equity,27/12/2011 0:00,,,,,Real Estate,Real Estate Services,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,302845188,-0.584795,27.74529,228.9543,17.851434
225134646,Adobe Systems Inc,ADBE US,ADBE,ValueAct Capital Management LLC,27/12/2011 0:00,,2016,6,29,27/06/2014 0:00,Stake Only 13D: 1 Board Seat Granted,154.5069,13887445100,5,DOCV /ID 0001418812-11-000104,NI COMPANY:ADBE@US 'ValueAct',Start: 2011-12-27. UTC: 2011-12-27T11:01:57.000Z,ADBE US Equity,27/12/2011 0:00,,,,,Technology,Software,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,694372255,0.742312,32.73241,152.6316,45.275023
225134646,Tronox Inc,TROX 4 5/8 03/15/29,TROX,Sandell Asset Management Corp,22/12/2011 0:00,12/23/2012,2016,6,29,23/12/2012 0:00,3: Other (Relist its shares on the NYSE); Other (Implement a stock split); Return Capital/Buybacks,-7.327022,2894304400,1.8,NSN LWMKV13TCF0G,NI COMPANY:TROX@US 'Sandell',Start: 2011-12-22. UTC: 2011-12-22T21:54:37.453Z,TROX US Equity,23/12/2011 0:00,12/23/2012,2012,23,12,Materials,Chemicals,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,31320000,2.586207,-7.327022,-9.663316,-7.307753
225134646,AOL Inc,AOL US,AOL,Starboard Value LP,21/12/2011 0:00,6/15/2012,2016,7,6,15/06/2012 0:00,6: Board Representation; Break Up; Strategic Review; Sale of Company; Return Capital/Buybacks; Other (sell over 800 of its patents),75.48953,1441648400,4.5,NSN LWK27Q3TCF0G,NI COMPANY:AOL@US 'Starboard',Start: 2011-12-21. UTC: 2011-12-21T13:16:38.869Z,AOL US Equity,21/12/2011 0:00,6/15/2012,2012,15,6,Communications,Advertising & Marketing,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,64874178,1.958136,140.7581,72.1192,75.48953
225134646,Progress Software Corp,PROGRESS SOFTWARE,#N/A Invalid Security,Praesidium Investment Management Co LLC,19/12/2011 0:00,3/7/2018,2016,7,11,07/03/2018 0:00,4: Break Up; Board Control; Cost Cutting; Board Representation,135.367,1235663200,5,DOCV /ID 0001193125-11-345828,NI COMPANY:PRGS@US 'Praesidium',Start: 2011-12-19. UTC: 2011-12-19T22:17:44.000Z,PRGS US Equity,20/12/2011 0:00,3/7/2018,2018,7,3,Technology,Software,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,61783160,5.23316,10.15544,123.6624,14.762609
225134646,Navistar International Corp,NAVISTAR INTERNATIONAL,#N/A Review,Owl Creek Asset Management LP,19/12/2011 0:00,3/22/2012,2016,7,15,22/03/2012 0:00,Discussions only,9.67484,2722875100,8.48,DOCV /ID 0000902664-11-001727,NI COMPANY:NAV@US 'Owl Creek',Start: 2011-12-19. UTC: 2011-12-19T18:08:19.000Z,NAV US Equity,19/12/2011 0:00,3/22/2012,2012,22,3,Industrials,Transportation Equipment,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,230899808.5,-2.61194,-39.09915,12.61631,9.67484
225134646,Pixelworks Inc,PXLW US,PXLW,Northern Right Capital Management LP,15/12/2011 0:00,2/10/2012,2016,7,15,07/03/2014 0:00,1: Board Representation,193.9914,41824400,13.4,DOCV /ID 0001359824-11-000034,NI COMPANY:PXLW@US 'Northern Right',Start: 2011-12-15. UTC: 2011-12-15T11:02:32.000Z,PXLW US Equity,15/12/2011 0:00,2/10/2012,2012,10,2,Technology,Semiconductors,Success,North America,United States,UNITED STATES OF AMERICA,OR,No Proxy Fight,Closed - Activist Stake Sold,Former Core,5604469.6,3.004292,-6.008584,185.4167,62.278481
